Banco,Sector,Sector normalizado,"Alcance (subsector o actividades, y alcance de emisiones, 1,2,3)","Sector Boundaries (parte de la cadena de valor, por ejemplo upstream, manufactures...)","Activities scope (Ammount drawn, undrawn, Debt financing,  Equity financing,  Capital markets...)",Cobertura Geográfica,"Cobertura de la entidad (CIB, Retail, etc)",Metodología de referencia,Escenario de referencia (Contempla un rango),Métrica del objetivo,Data source,Año base,Último año reportado,Año Objetivo,Emisiones o Intensidad año base,Emisiones o Intensidad año 2023,Emisiones o Intensidad año 2024,Emisiones o Intensidad año 2025,Emisiones o Intensidad año 2026,Emisiones o Intensidad año objetivo,Porcentaje de reducción (año base vs año objetivo),Porcentaje de reducción (YTD),CAGR Anual Objetivo,Cumplimiento/alineamiento,Validación por un tercero,Moneda,Portfolio Amount sujeta al objetivo ($bn),Peso dentro del Portfolio (incluye portfolio total),Media del mercado para el año actual,Emisiones absolutas,Emisiones Facilitadas,Volumen de financiacion/movilización sostenible,ESBR o ESR,Porcentaje de CAPEX Verde de las Contrapartes,Implied Temperature Rise (ITR),Climate - Related Value at Risk (CVaR),Plan de transición definido,Última actualización,Fuente de información,Página (Link),Comentarios
Yapı ve Kredi Bankası A.Ş.,Electricity Generation Project Finance,Power,Scope 1,Downstream - Electricity generation project finance (GICS: Electricity Facilities and Independent Electricity),Debt financing,Global,Whole bank,PCAF; SDA (SBTi),IEA NZE 2050,tCO2e/MWh,No encontrado,2021,2024,2030,"0,5",,,,,"0,131","0,74",,,,SBTi validado,TRY,,"13,30% (del loan book)",,"4,9 MtCO2e (2021)",,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 40-41,"La emisión del segmento en año base 2021 fue aproximadamente 4,9 millones tCO2e, con volumen de cartera de aprox. USD 3.076 millones. El 100% de las emisiones procede de financiación de carbón y gas natural. Sector original en el documento: 'Electricity Generation Project Finance'. El CAGR no se puede calcular con precisión sin datos intermedios de seguimiento anuales. Porcentaje de reducción declarado explícitamente como 73,7% en documento; se registra 74% como figura redondeada en el documento de integrado (YAPIKREDI_2.pdf, p.130)."
Yapı ve Kredi Bankası A.Ş.,Corporate Loans: Real Estate,Commercial Real Estate,Scope 1+2,Downstream - Real estate corporate loans (GICS: Real Estate Management and Development). Malls predominantes en cartera.,Debt financing,Global,Whole bank,PCAF; SDA (SBTi),IEA NZE 2050,kgCO2e/m²,No encontrado,2021,2024,2030,"109,78",,,,,"35,77","67,00",,,,SBTi validado,TRY,,"10,30% (del loan book)",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 42,"Sector original en el documento: 'Corporate Loans: Real Estate'. Porcentaje de reducción declarado como 67,4%. El documento indica que los préstamos corporativos a empresas inmobiliarias se usan para capital de trabajo, no inversión inmobiliaria, por lo que se modelizan también bajo 'Corporate Loans: Other Long-Term Loans'. En la tabla NZBA (p.46 informe TSRS / p.130 informe integrado 2025) el sector Real Estate aparece con base year intensity de 50,4 kgCO2e/m² y objetivo 10,9 kgCO2e/m² con 78% de reducción: esta es la cifra NZBA diferente a la SBTi. Se registra aquí la cifra SBTi (109,78 → 35,77 kgCO2e/m²) por ser el objetivo SBTi verificado del segmento project finance."
Yapı ve Kredi Bankası A.Ş.,Corporate Loans: Electricity Generation,Power,Scope 1,Downstream - Electricity generation corporate loans (GICS: Electricity Facilities and Independent Electricity). 71% renovables en cartera.,Debt financing,Global,Whole bank,PCAF; SDA (SBTi),IEA NZE 2050,tCO2e/MWh,No encontrado,2021,2024,2030,"0,001176",,,,,"0,000685","0,42",,,,SBTi validado,TRY,,"13,30% (del loan book)",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 43,"Sector original: 'Corporate Loans: Electricity Generation'. La intensidad base (0,001176 tCO2e/MWh) es muy inferior a la del segmento project finance (0,500 tCO2e/MWh) porque el 71% de esta cartera son proyectos renovables (96% del kWh financiado). Porcentaje de reducción declarado como 41,7%."
Yapı ve Kredi Bankası A.Ş.,Corporate Loans: Other Long Term Loans (Scope 1+2),Other,Scope 1+2,"Downstream - Cartera de préstamos corporativos a largo plazo, todos los sectores restantes",Debt financing,Global,Whole bank,Temperature Rating (SBTi),IEA NZE 2050,°C,No encontrado,2021,2024,2026,"3,05",,,,"2,64","2,64",,,,,SBTi validado,TRY,,,,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 44,"Sector original: 'Corporate Loans: Other Long Term Loans'. Objetivo de temperatura de cartera (Temperature Rating). Año objetivo 2026 es el objetivo intermedio; el método 3 prevé alineación con 1,5°C en 2040. El valor del año objetivo es 2,64°C. La métrica es temperatura implícita de cartera en °C."
Yapı ve Kredi Bankası A.Ş.,Corporate Loans: Other Long Term Loans (Scope 1+2+3),Other,Scope 1+2+3,"Downstream - Cartera de préstamos corporativos a largo plazo, todos los sectores restantes",Debt financing,Global,Whole bank,Temperature Rating (SBTi),IEA NZE 2050,°C,No encontrado,2021,2024,2026,"3,2",,,,"2,75","2,75",,,,,SBTi validado,TRY,,,,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 44,"Sector original: 'Corporate Loans: Other Long Term Loans'. Objetivo idéntico al anterior pero incluye Scope 3. Año objetivo intermedio 2026; alineación a 1,5°C proyectada para 2040."
Yapı ve Kredi Bankası A.Ş.,Iron and Steel (NZBA),Steel,Scope 1+2,Downstream - Producción de acero crudo (NACE C.24). BOF (Basic Oxygen Furnace) y EAF (Electric Arc Furnace).,Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,tCO2e/ton steel BOF,No encontrado,2021,2024,2030,"2,57",,,,,"2,55","0,01",,"-0,09%",,SBTi validado,USD,,"13,40% riesgo en loan book; 27,10% emisiones financiadas (loan book); 34,90% riesgo NZBA; 39,40% emisiones NZBA","2,3 MtCO2e (2021)",,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 46-47,"Sector original: 'Iron and Steel'. Volumen de cartera aprox. USD 538 millones (2021). Dos intensidades según tecnología: BOF (2,57→2,55 tCO2e/ton, reducción 1%) y EAF (0,67→0,54 tCO2e/ton, reducción 19%). El informe integrado 2025 (YAPIKREDI_2.pdf, p.130) invierte el orden de Electricity Generation e Iron & Steel en la tabla NZBA respecto al informe TSRS 2024 (p.46); se usa la tabla del informe TSRS 2024 como fuente principal de los objetivos NZBA."
Yapı ve Kredi Bankası A.Ş.,Iron and Steel (NZBA),Steel,Scope 1+2,Downstream - Producción de acero crudo (NACE C.24). BOF (Basic Oxygen Furnace) y EAF (Electric Arc Furnace).,Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,tCO2e/ton steel EAF,No encontrado,2021,2024,2030,"0,67",,,,,"0,54","0,19",,"-2,37%",,SBTi validado,USD,,"13,40% riesgo en loan book; 27,10% emisiones financiadas (loan book); 34,90% riesgo NZBA; 39,40% emisiones NZBA","2,3 MtCO2e (2021)",,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,p. 46-47,"Sector original: 'Iron and Steel'. Volumen de cartera aprox. USD 538 millones (2021). Dos intensidades según tecnología: BOF (2,57→2,55 tCO2e/ton, reducción 1%) y EAF (0,67→0,54 tCO2e/ton, reducción 19%). El informe integrado 2025 (YAPIKREDI_2.pdf, p.130) invierte el orden de Electricity Generation e Iron & Steel en la tabla NZBA respecto al informe TSRS 2024 (p.46); se usa la tabla del informe TSRS 2024 como fuente principal de los objetivos NZBA."
Yapı ve Kredi Bankası A.Ş.,Electricity Generation (NZBA),Power,Scope 1,Downstream - Generación eléctrica (NACE 3511). Incluye project finance y corporate loans agregados.,Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,tCO2e/MWh,No encontrado,2021,2024,2030,"0,413",,,,,"0,109","0,74",,,,SBTi validado,USD,,"13,30% riesgo en loan book; 27,80% emisiones financiadas (loan book); 34,40% riesgo NZBA; 30,60% emisiones NZBA",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,"p. 46, 48","Sector original: 'Electricity Generation' (NZBA target). Esta fila recoge el objetivo NZBA agregado del sector (0,413→0,109 tCO2e/MWh, -74%), distinto del objetivo SBTi para el subsegmento project finance (0,500→0,131) y el corporate loans (0,001176→0,000685). El banco estima aumentar el portfolio share de este sector del 10% al 16% para 2050 con USD 480M/año de nuevas inversiones."
Yapı ve Kredi Bankası A.Ş.,Real Estate (NZBA),Commercial Real Estate,Scope 1+2,"Downstream - Sector inmobiliario (NZBA), cartera predominantemente centros comerciales. Excluye EPC companies.",Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,kgCO2e/m²,No encontrado,2021,2024,2030,"50,4",,,,,"10,9","78,00",,,,SBTi validado,TRY,,"10,30% riesgo en loan book; 4,80% emisiones financiadas (loan book); 26,90% riesgo NZBA; 7,20% emisiones NZBA",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,"p. 46, 49","Sector original: 'Real Estate' (NZBA target). Fila separada del objetivo SBTi corporate loans real estate (109,78→35,77 kgCO2e/m²) porque el objetivo NZBA (50,4→10,9 kgCO2e/m², -78%) tiene distinto año base de intensidad. El informe TSRS 2024 indica que la cartera inmobiliaria es predominantemente centros comerciales, lo que eleva la intensidad base por encima de la media nacional."
Yapı ve Kredi Bankası A.Ş.,Oil and Gas Downstream (NZBA),Oil & Gas,Scope 1+2+3,Downstream - Distribuidores y minoristas de petróleo y gas (95% del oil portfolio). Upstream excluido.,Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,gCO2e/MJ,No encontrado,2021,2024,2030,"70,24",,,,,"67,7","0,04",,,,SBTi validado,TRY,,"2,30% riesgo en loan book; 12,20% emisiones financiadas (loan book); 6,10% riesgo NZBA; 18,30% emisiones NZBA",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,"p. 46, 50",Sector original: 'Oil and Gas (Downstream)'. El bajo porcentaje de reducción (4%) refleja que el banco espera alcanzar el pathway global de transición en 2035 con el avance de tecnologías de energía limpia tras 2030. Scope 3 incluido porque las emisiones por combustión del usuario final son el principal componente del sector.
Yapı ve Kredi Bankası A.Ş.,Road Transportation (NZBA),Automotive,Scope 1+2,Downstream - Transporte de mercancías (~71% del balance) y pasajeros (~29%). Financiación de vehículos de transporte.,Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,kgCO2e/tkm,No encontrado,2021,2024,2030,"0,143",,,,,"0,109","0,24",,,,SBTi validado,TRY,,"1,20% riesgo en loan book; 1,70% emisiones financiadas (loan book); 3,20% riesgo NZBA; 2,20% emisiones NZBA",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,"p. 46, 51","Sector original: 'Road Transportation'. Dos métricas separadas según subsector: freight (kgCO2e/tkm) y passenger (kgCO2e/pkm). El informe integrado 2025 (YAPIKREDI_2.pdf, p.130) muestra la misma tabla NZBA con idénticos valores. Sector Normalizado 'Automotive' es el más próximo disponible en la lista normalizada, aunque el sector abarca transporte de mercancías y pasajeros (no fabricación de automóviles); se anota en comentarios."
Yapı ve Kredi Bankası A.Ş.,Road Transportation (NZBA),Automotive,Scope 1+2,Downstream - Transporte de mercancías (~71% del balance) y pasajeros (~29%). Financiación de vehículos de transporte.,Debt financing,Global,Whole bank,PCAF; SDA (SBTi/NZBA),IEA NZE 2050,kgCO2e/pkm,No encontrado,2021,2024,2030,"0,094",,,,,"0,017","0,82",,,,SBTi validado,TRY,,"1,20% riesgo en loan book; 1,70% emisiones financiadas (loan book); 3,20% riesgo NZBA; 2,20% emisiones NZBA",,,,,,,,,Sí,45839,Yapı Kredi 2024 TSRS Compliant Sustainability Report,"p. 46, 51","Sector original: 'Road Transportation'. Dos métricas separadas según subsector: freight (kgCO2e/tkm) y passenger (kgCO2e/pkm). El informe integrado 2025 (YAPIKREDI_2.pdf, p.130) muestra la misma tabla NZBA con idénticos valores. Sector Normalizado 'Automotive' es el más próximo disponible en la lista normalizada, aunque el sector abarca transporte de mercancías y pasajeros (no fabricación de automóviles); se anota en comentarios."
JPMorgan Chase & Co.,Energy Mix,Oil & Gas,Scope 3,Downstream - End use,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,gCO2/MJ,No encontrado,2019,2024,2030,"45,9",,"30,6",,,"29,5","0,36","-33,33%","-3,94%",,,USD,,,,"84,4 MtCO2e (2024)","42,9 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Sector Normalizado 'Other' asignado a Energy Mix. Porcentaje YTD redondeado del 33,2% declarado. CAGR calculado matemáticamente."
JPMorgan Chase & Co.,Oil & Gas Operational,Oil & Gas,Scope 1+2,Operational,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,gCO2e/MJ,No encontrado,2019,2024,2030,"4,9",,4,,,"2,7","0,45","17,20%","-5,27%",,,USD,,,,"2,9 MtCO2e (2024)","4,3 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Valor de intensidad objetivo calculado a partir de la reducción del 45% sobre el año base de 4,9. Porcentaje YTD redondeado del 17,2% declarado. CAGR calculado."
JPMorgan Chase & Co.,Electric Power,Power,Scope 1,Generation,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,kgCO2/MWh,No encontrado,2019,2024,2030,"342,6",,"248,4",,,"105,3","0,69","-0,27","-10,17%",,,USD,,,,"6,3 MtCO2e (2024)","21,1 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,"1,13",,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Porcentaje YTD redondeado del 27,5% declarado. CAGR calculado matemáticamente."
JPMorgan Chase & Co.,Auto Manufacturing,Automotive,Scope 1+2+3,Tank-to-wheel,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,gCO2e/km,No encontrado,2019,2024,2030,"164,8",,"131,3",,,"86,1","0,48","-20,33%","-5,73%",,,USD,,,,"1,0 MtCO2e (2024)","2,2 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","El alcance original indica 'Scopes 1, 2 and 3'. Porcentaje YTD redondeado del 20,3% declarado. CAGR calculado matemáticamente."
JPMorgan Chase & Co.,Aviation,Aviation,Scope 1,Tank-to-wake,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,gCO2/RTK,No encontrado,2021,2024,2030,"972,6",,"777,3",,,625,36,"-20,08%","-4,79%",,,USD,,,,"0,6 MtCO2e (2024)","1,2 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Porcentaje YTD redondeado del 20,1% declarado. CAGR calculado matemáticamente a 9 años (2021-2030)."
JPMorgan Chase & Co.,Shipping,Shipping,Scope 1,Tank-to-wake,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,gCO2/t-nm,No encontrado,2021,2024,2030,"10,9",,"11,5",,,"8,4",23,"5,50%","-2,85%",,,USD,,,,"0,2 MtCO2e (2024)","0,1 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Año base 2021 revisado a 10,9. El porcentaje YTD es negativo (-6%) porque la intensidad ha aumentado un 5,7%."
JPMorgan Chase & Co.,Iron & Steel,Steel,Scope 1+2,Crude steel production,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,tCO2e/t,No encontrado,2020,2024,2030,"1,412",,"1,291",,,"0,981","0,31","-0,09","-3,58%",,,USD,,,,"3,4 MtCO2e (2024)","1,0 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Porcentaje YTD redondeado del 8,6% declarado."
JPMorgan Chase & Co.,Cement,Cement,Scope 1+2,Cementitious product,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IEA NZE 2050,t CO2 / t cement,No encontrado,2020,2024,2030,"0,6393",,"0,6196",,,"0,46","0,28","-3,08%","-3,24%",,,USD,,,,"0,3 MtCO2e (2024)","1,4 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","Porcentaje YTD redondeado del 3,1% declarado."
JPMorgan Chase & Co.,Aluminum,Aluminum,Scope 1+2,Aluminum production,Lending; Tax-oriented investments; Capital markets activity,,Whole bank,Carbon Compass / PCAF,IAI 1.5º (Based on NZE 2050),tCO2e/t,No encontrado,2021,2024,2030,"8,6",,"9,5",,,"6,5",24,"10,47%","-3,06%",,,USD,,,,"0,6 MtCO2e (2024)","0,4 MtCO2e (2024)",2500 USDbn acumulado 2021-2030,,,,,,10/2025,2024 Sustainability Report,"p. 24, 26","El porcentaje YTD es negativo (-10%) porque la intensidad ha aumentado un 10,4%."
Lloyds Banking Group plc,UK residential mortgages,Residential Real Estate,Scope 1+2,Downstream - UK residential mortgage lending,Amount drawn,UK,Whole bank,PCAF,CCC Seventh Carbon Budget,kgCO2e/m²,No encontrado,2020,2024,2030,46,43,42,,,30,"35,00","11,00","4,19","Ahead of reference pathway by 2,0%",Verificado externamente - Deloitte LLP (limited assurance),GBP,"313,0 £bn (2024)",100,,"4,4 MtCO2e (2024); 4,7 MtCO2e (2023)",,"£18,5bn acumulado 01/2022-09/2025; target £11bn by end 2027 (EPC A/B mortgage lending)",,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; pp. 93-95,"Target restated en 2025 en línea con CCC Seventh Carbon Budget (originalmente basado en CCC Sixth Carbon Budget). Intensidad 2023 (43 kgCO2e/m²) obtenida de la tabla de financed emissions. % reducción YTD del 11% declarado explícitamente en el documento; cálculo directo (46-42)/46 = 8,7% difiere por posible redondeo del baseline. CAGR calculado: (1-(30/46)^(1/10))*100 = 4,19%. Scope 3 financed emissions tracked pero no incluido en el target de intensidad."
Lloyds Banking Group plc,Commercial and residential real estate (C&RRE),Commercial Real Estate,Scope 1+2,"Downstream - Commercial and residential real estate lending (commercial property, social housing, residential investment)",Amount drawn,UK,Whole bank,PCAF,CCC Seventh Carbon Budget,kgCO2e/m²,No encontrado,2021,2024,2030,38,34,34,,,22,"43,00","12,00","5,89","Behind reference pathway by 5,6%",Verificado externamente - Deloitte LLP (limited assurance),GBP,"21,9 £bn (2024); 18,9 £bn within target","86 (portfolio total: 21,9 £bn)",,"0,5 MtCO2e (2024); 0,6 MtCO2e (2023)",,,,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; pp. 96-97,"Target restated en 2025 en línea con CCC Seventh Carbon Budget. Baseline 2021 restated de 39 a 38 kgCO2e/m². % reducción YTD del 12% declarado en el documento (cálculo directo: (38-34)/38 = 10,5%; discrepancia debida al baseline original antes del restatement). CAGR calculado: (1-(22/38)^(1/9))*100 = 5,89%. El sector cubre tanto inmuebles comerciales como residenciales en cartera corporativa, distinto de la hipoteca minorista. El sector normalizado Commercial Real Estate es el más próximo, aunque el portfolio incluye también residential real estate en balance corporativo."
Lloyds Banking Group plc,Retail motor (cars and LCVs),Automotive,Scope 1+2,Downstream - Retail financing and leasing of passenger cars and light commercial vehicles,Amount drawn,UK,Whole bank,PCAF,CCC Seventh Carbon Budget,gCO2e/km,No encontrado,2018,2024,2030,157,140,132,,,82,"0,48","16,00","5,27","Ahead of reference pathway by 1,8%",Verificado externamente - Deloitte LLP (limited assurance),GBP,"22,1 £bn (2024); 21,0 £bn within target","95 (portfolio total: 22,1 £bn)",,"2,4 MtCO2e (2024); 2,4 MtCO2e (2023); 3,7 MtCO2e (2018)",,"£12,1bn acumulado 01/2022-09/2025; target £10bn EV financing by end 2027",,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; pp. 102-103,"Target restated en 2025 en línea con CCC Seventh Carbon Budget: se combinan Cars y LCVs en un único target de intensidad (anteriormente separados). Operado a través de Lex Autolease, Black Horse, Tusker y marcas core. % reducción YTD del 16% declarado explícitamente en el documento. CAGR calculado: (1-(82/157)^(1/12))*100 = 5,27%. El target cubre scope 1 y 2 de las emisiones de los vehículos financiados."
Lloyds Banking Group plc,Road passenger transport,Other,Scope 1+2,"Downstream - Lending to bus, coach, taxi and rental operators",Amount drawn,UK,Whole bank,PCAF,CCC Seventh Carbon Budget,gCO2e/pkm,No encontrado,2019,2024,2030,125,114,109,,,67,"47,00","13,00","5,51","Behind reference pathway by 0,6%",Verificado externamente - Deloitte LLP (limited assurance),GBP,"1,1 £bn (2024); 0,6 £bn within target","53 (portfolio total: 1,1 £bn)",,"0,2 MtCO2e Scope 1+2 + 0,2 MtCO2e Scope 3 (2024); 0,1 MtCO2e S1+2 + 0,2 MtCO2e S3 (2023)","0,21 MtCO2e S1+2 (100% weighting) + 0,09 MtCO2e S3 (100% weighting) (2024); facilitated amount £0,0bn",,,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; p. 104,"Sector no encaja exactamente en ninguno de los sectores normalizados; se usa 'Other'. Nombre original: 'Road passenger transport'. Baseline 2019 restated de 141 a 125 gCO2e/pkm. % reducción YTD calculado: (125-109)/125 = 12,8%, redondeado a 13%. CAGR calculado: (1-(67/125)^(1/11))*100 = 5,51%. Facilitated emissions también declaradas bajo PCAF Part B (baseline 2023): S1+2 0,31 MtCO2e (100%), S3 0,12 MtCO2e (100%), facilitated amount £0,4bn."
Lloyds Banking Group plc,Automotive original equipment manufacturers (OEMs),Automotive,Scope 1+2+3,Downstream - Lending to automotive vehicle manufacturers (OEMs),Amount drawn; Capital markets facilitated,Global,Whole bank,PCAF,CCC Seventh Carbon Budget,gCO2e/vkm,No encontrado,2020,2024,2030,246,293,234,,,131,"0,47","5,00","6,11","Behind reference pathway by 18,7%",Verificado externamente - Deloitte LLP (limited assurance),GBP,"8,6 £bn (2024); 8,5 £bn within target","99 (portfolio total: 8,6 £bn)",,"0,2 MtCO2e S1+2 + 14,5 MtCO2e S3 (2024); 0,2 MtCO2e S1+2 + 15,0 MtCO2e S3 (2023)","0,09 MtCO2e S1+2 + 6,72 MtCO2e S3 (100% weighting, 2024); facilitated amount £4,3bn. Baseline 2023: 0,06 MtCO2e S1+2 + 5,74 MtCO2e S3 (£2,8bn)",,,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; p. 106,"Target incluye explícitamente scope 1, 2 y 3. Baseline 2020 restated de 249 a 246 gCO2e/vkm. La intensidad de 2023 (293 gCO2e/vkm) es superior al baseline por cambios metodológicos y de portfolio. % reducción YTD calculado: (246-234)/246 = 4,9%, redondeado a 5%. CAGR calculado: (1-(131/246)^(1/10))*100 = 6,11%. La mayoría de los clientes han adoptado targets 1,5°C-aligned mediante SBTi. Facilitated emissions declaradas bajo PCAF Part B (baseline 2023)."
Lloyds Banking Group plc,Aviation,Aviation,Scope 1+2+3,Downstream - Lending to aviation (passenger and freight) companies,Amount drawn,UK,Whole bank,PCAF,IEA ETP 2020 (well below 2°C),gCO2e/rtk,No encontrado,2019,2024,2030,1143,901,743,,,788,"31,00","35,00","3,32","Ahead of reference pathway by 24,4% (2024 actual already below 2030 target)",Verificado externamente - Deloitte LLP (limited assurance),GBP,"0,0 £bn (2024)",84,,"~0 MtCO2e S1+2 (2024); 0,1 MtCO2e S1+2 (2023)",,,,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; p. 105,"El escenario de referencia es IEA ETP 2020 alineado con 'well below 2°C' (no 1,5°C). La intensidad de 743 gCO2e/rtk en 2024 ya está por debajo del target 2030 de 788 gCO2e/rtk. El alcance (scope 1+2+3) se asume porque la intensidad de la métrica (743 gCO2e/rtk) es muy superior a los valores de scope 1+2 registrados (~0 MtCO2e en 2024); el documento no especifica el scope explícitamente para esta métrica. Baseline 2019 restated de 1.068 a 1.143 gCO2e/rtk por mejora de datos scope 3. % reducción YTD calculado: (1143-743)/1143 = 35,0%. CAGR calculado: (1-(788/1143)^(1/11))*100 = 3,32%."
Lloyds Banking Group plc,Agriculture,Agriculture,Scope 1+2,"Downstream - Primary agriculture lending (on-farm production, excluding LULUCF)",Amount drawn,UK,Whole bank,PCAF,CCC Seventh Carbon Budget,MtCO2e,No encontrado,2021,2024,2030,"6,6","5,8","5,4",,,"5,1","23,00","19,00","2,83","Ahead of reference pathway by 13,3%",Verificado externamente - Deloitte LLP (limited assurance),GBP,"6,2 £bn (2024); 5,8 £bn within target","93 (portfolio total: 6,2 £bn)",,"5,4 MtCO2e (2024); 5,8 MtCO2e (2023)",,,,,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; pp. 108-110,"Target es absoluto (MtCO2e), no de intensidad. El target excluye LULUCF (Land Use, Land-Use Change and Forestry). Baseline 2021 restated de 6,7 a 6,6 MtCO2e. % reducción YTD del 19% declarado explícitamente en el documento. La reducción observada se debe principalmente a reducción en drawn balances y no a cambios en prácticas agrícolas. CAGR calculado: (1-(5,1/6,6)^(1/9))*100 = 2,83%. El banco tiene la mayor cuota de mercado en el sector agrícola del Reino Unido. El banco colabora con Soil Association Exchange y Earth Blox para análisis de naturaleza en este sector, pero no como fuente de datos de emisiones financiadas."
Lloyds Banking Group plc,Oil and gas,Oil & Gas,Scope 1+2+3,Upstream/Midstream/Downstream - Lending to oil and gas companies,Amount drawn; Capital markets facilitated,UK,Whole bank,PCAF,IEA NZE 2050,MtCO2e,No encontrado,2019,2024,2030,"7,2","1,7","1,6",,,"3,6","0,50","78,00","6,11","Ahead of reference pathway by 59,3% (2024 actual 1,6 MtCO2e vs 2030 target 3,6 MtCO2e)",Verificado externamente - Deloitte LLP (limited assurance),GBP,"1,4 £bn (2024); 0,5 £bn within target","37 (portfolio total: 1,4 £bn)",,"0,2 MtCO2e S1+2 + 1,4 MtCO2e S3 = 1,6 MtCO2e total (2024); 0,2 MtCO2e S1+2 + 1,5 MtCO2e S3 = 1,7 MtCO2e total (2023)","0,10 MtCO2e S1+2 + 0,70 MtCO2e S3 (100% weighting, 2024); facilitated amount £0,3bn. Baseline 2023: 0,06 MtCO2e S1+2 + 0,54 MtCO2e S3 (£0,2bn)",,"En exploración (ESFR - Energy Supply Financing Ratio piloto anunciado en 2025, no publicado aún)",,,,Sí,46082,Lloyds Banking Group Sustainability Report 2025,p. 79; p. 88,"Target incluye scope 1, 2 y 3 de emisiones financiadas absolutas (amount drawn). Baseline 2019 originalmente declarado como 6,4 MtCO2e; restated a 7,2 MtCO2e por corrección de errores manuales en dos clientes y mejoras metodológicas. El target original era 3,9 MtCO2e (de baseline 6,4); el nuevo target es 3,6 MtCO2e (de baseline 7,2 MtCO2e), ambos representan 50% reducción. 2024 actual (1,6 MtCO2e) ya está por debajo del target 2030 (3,6 MtCO2e). La fuerte reducción se debe a reducción de drawn balances y de emisiones reportadas por clientes. El banco no financia nuevos desarrollos greenfield de oil & gas. El IEA NZE 2050 citado hace referencia al escenario en el sustainability metrics basis of reporting. CAGR calculado: (1-(3,6/7,2)^(1/11))*100 = 6,11%."
